,x,n,u,T,q
0,-0.9865771812080537,0.9999999999999992,4.805994508751641e-16,1.0000000000002172,4.628347666247061e-16
1,-0.9597315436241611,0.9999999999999994,6.471498452278894e-16,1.000000000000217,6.294495354815327e-16
2,-0.9328859060402684,0.9999999999999992,9.247293183067095e-16,1.0000000000002163,1.240207724297062e-15
3,-0.9060402684563759,0.9999999999999989,1.7019091524668627e-15,1.0000000000002152,2.0729969655106684e-15
4,-0.8791946308724833,0.9999999999999977,3.256356912213714e-15,1.0000000000002132,4.62729596872477e-15
5,-0.8523489932885906,0.9999999999999952,7.308986048352113e-15,1.0000000000002074,1.07353386428051e-14
6,-0.825503355704698,0.999999999999989,1.7523867967192444e-14,1.0000000000001938,2.567271723379721e-14
7,-0.7986577181208054,0.9999999999999726,4.322752998502237e-14,1.0000000000001605,6.232171866727288e-14
8,-0.7718120805369127,0.9999999999999303,1.0873563172219573e-13,1.0000000000000762,1.5383289501663777e-13
9,-0.7449664429530202,0.9999999999998209,2.7672470137147873e-13,0.9999999999998624,3.8372065911512385e-13
10,-0.7181208053691275,0.9999999999995363,7.116857929031162e-13,0.9999999999993163,9.666577322938504e-13
11,-0.6912751677852349,0.999999999998788,1.843915278989103e-12,0.9999999999979143,2.4539290437180932e-12
12,-0.6644295302013423,0.9999999999968145,4.802475162628664e-12,0.9999999999942975,6.2641733187610386e-12
13,-0.6375838926174497,0.9999999999916055,1.2544641022278134e-11,0.9999999999849476,1.6043219327058145e-11
14,-0.610738255033557,0.9999999999778607,3.279351958555885e-11,0.9999999999607785,4.1132457644720526e-11
15,-0.5838926174496645,0.9999999999416875,8.560953141795502e-11,0.9999999998984401,1.0534393363840149e-10
16,-0.5570469798657718,0.9999999998469258,2.227267220143045e-10,0.9999999997383291,2.6894295017447236e-10
17,-0.5302013422818792,0.9999999996002936,5.763501768564143e-10,0.99999999932964,6.830817435695435e-10
18,-0.5033557046979866,0.9999999989637263,1.4806671620089642e-09,0.9999999982948307,1.7227728976357738e-09
19,-0.47651006711409394,0.9999999973371763,3.769839176997184e-09,0.9999999957003303,4.306795217770243e-09
20,-0.44966442953020136,0.9999999932293983,9.496496169853921e-09,0.9999999892698199,1.0654269579163735e-08
21,-0.4228187919463088,0.9999999829920706,2.3631967326201152e-08,0.9999999735392865,2.6040522536963757e-08
22,-0.3959731543624161,0.9999999578524106,5.800804067775574e-08,0.9999999356177206,6.278867772678513e-08
23,-0.3691275167785235,0.9999998971085412,1.4025368534242874e-07,0.9999998456602861,1.4914133232741859e-07
24,-0.34228187919463093,0.999999752893281,3.335712995412138e-07,0.9999996359704286,3.485009173801231e-07
25,-0.31543624161073824,0.999999416928503,7.793656833871124e-07,0.9999991563460937,8.000600002878271e-07
26,-0.28859060402684567,0.9999986499818059,1.7865548632580541e-06,0.9999980813459914,1.8021524487516254e-06
27,-0.2617449664429531,0.9999969366462435,4.012989058624702e-06,0.999995723585244,3.9779349262973724e-06
28,-0.2348993288590604,0.9999931960635224,8.821774275169166e-06,0.9999906703454655,8.593549441532525e-06
29,-0.20805369127516782,0.9999852259980813,1.8955814271661424e-05,0.9999801020934476,1.814631722735072e-05
30,-0.18120805369127524,0.9999686757198468,3.9763962709637505e-05,0.9999585659577113,3.740717205537946e-05
31,-0.15436241610738255,0.9999352292032254,8.133148673612823e-05,0.9999158675022977,7.518230998614914e-05
32,-0.12751677852348997,0.9998695442313938,0.00016199838826561907,0.9998336313859089,0.00014713223397388046
33,-0.10067114093959739,0.9997443724296015,0.000313841624201307,0.9996800197802203,0.0002800023523366261
34,-0.0738255033557047,0.9995132598980051,0.0005906563840495775,0.9994021855005049,0.0005174922945022168
35,-0.046979865771812124,0.9991004252988452,0.0010786612071197288,0.9989164112240616,0.0009276074878558166
36,-0.020134228187919545,0.9983879805202299,0.0019094389884087635,0.9980966718522322,0.001610598533228879
37,0.006711409395973145,0.9972016885935372,0.0032734832980695666,0.9967635581865242,0.002705513168872834
38,0.033557046979865834,0.9952978443771598,0.005431364053167618,0.9946768553375678,0.0043922093037871346
39,0.06040268456375841,0.9923552005274281,0.008718504637131261,0.9915359729884324,0.006884967807583546
40,0.08724832214765099,0.9879764246894268,0.013539631553949185,0.9869920731203659,0.010414372773156544
41,0.11409395973154357,0.981702613485241,0.020350684508747323,0.9806735860162634,0.015196486635303772
42,0.14093959731543615,0.9730416343332643,0.029629208472738408,0.9722231248222105,0.02139237664811753
43,0.16778523489932873,0.9615071720431428,0.04183788703076037,0.9613399167682237,0.029065478400613798
44,0.19463087248322153,0.9466618466018177,0.05738828276241054,0.9478195822936246,0.03814707040510695
45,0.2214765100671141,0.9281563104770698,0.07661178442275587,0.9315836617132849,0.048419554119330854
46,0.24832214765100669,0.9057576651167001,0.09974213053660408,0.912694586930047,0.059523057938859876
47,0.27516778523489926,0.8793643627805189,0.1269097011070081,0.891356458997326,0.07098472751310096
48,0.30201342281879184,0.8490095102753941,0.1581433688408431,0.8679064103031748,0.0822645274471046
49,0.3288590604026844,0.8148585525810669,0.1933717964589201,0.8428047793804048,0.09280859865946431
50,0.3557046979865772,0.7772094820544274,0.23241238029855799,0.8166356361529449,0.1021018819098658
51,0.3825503355704698,0.736503113890778,0.2749316877345934,0.7901347190293322,0.10971508163154728
52,0.4093959731543624,0.693346933303854,0.32035591395696034,0.7642721730411874,0.11534559835051975
53,0.43624161073825496,0.6485483008832207,0.36770710491029984,0.7404306313321545,0.11885609271761823
54,0.46308724832214754,0.6031366564562568,0.4153616437861439,0.7207141825790002,0.12031500124563879
55,0.4899328859060401,0.5583059228587142,0.4608505127400174,0.7083209222077566,0.12003170643785267
56,0.5167785234899329,0.515021567996026,0.5011529702751221,0.707614043106033,0.11853179371903332
57,0.5436241610738255,0.47438668295981673,0.5338183977549116,0.7220464740146624,0.11647958107696635
58,0.5704697986577181,0.43550321910882167,0.5597846760009448,0.7525610938922553,0.11419130828857454
59,0.5973154362416107,0.3982908728665954,0.5799629546674308,0.7982277186890077,0.11184767651427778
60,0.6241610738255032,0.3633368421484502,0.5947075894961966,0.8563045012397099,0.10957549153065253
61,0.6510067114093958,0.33131982036544094,0.6037714285516107,0.9226228085481752,0.10744881581416542
62,0.6778523489932886,0.30260278209564245,0.6065206288498274,0.9921513111342097,0.10544728662800074
63,0.7046979865771812,0.2771594185828747,0.6021717577163721,1.0596017686034194,0.10342557408844755
64,0.7315436241610738,0.2547010910967665,0.5899787139184377,1.1199616147985845,0.10111930970865467
65,0.7583892617449663,0.234844028250093,0.5693881613910987,1.1689009145813278,0.09818700379332841
66,0.7852348993288589,0.21723212218074917,0.5401899060425862,1.2030681566024255,0.09427702346275216
67,0.8120805369127517,0.2015957198050321,0.5026621557203064,1.2203214864185234,0.0891067396143073
68,0.8389261744966443,0.1877589454728384,0.4576877701996255,1.2199239085177882,0.08253895282288218
69,0.8657718120805369,0.17561730618990773,0.4068060122219942,1.2026800566723244,0.07463733775490546
70,0.8926174496644295,0.16510474269123965,0.3521639687655697,1.1709426294284226,0.06568210899917681
71,0.919463087248322,0.15616265721987896,0.29634378552416535,1.1283995909442588,0.05613404530924739
72,0.9463087248322146,0.1487171720722208,0.2420692560457744,1.0795916771337641,0.04655035987486408
73,0.9731543624161074,0.142666435523389,0.19183692230621904,1.0292090508462104,0.03747484535463784
74,1.0,0.13787734151394826,0.14756009850779137,0.9813380128865787,0.02933732928859272
75,1.0268456375838924,0.13419014667818158,0.11033265742570984,0.9388910642052097,0.022394255652718065
76,1.0536912751677854,0.13142905789959722,0.08038694928914726,0.9033910427758417,0.016722916152317996
77,1.080536912751678,0.12941603682569228,0.05724257119237644,0.8751194521240699,0.012258351195562189
78,1.1073825503355705,0.12798428127541642,0.03996727416356599,0.8534906107470612,0.008848790626861785
79,1.1342281879194631,0.1269882088434618,0.02744670363867482,0.8374684116576221,0.006307484566343268
80,1.1610738255033557,0.1263084190816438,0.0185898185507133,0.8258973256826009,0.004449369216545915
81,1.1879194630872483,0.1258520130496138,0.012446898666188234,0.8177050797050684,0.0031111721523206454
