,x,n,u,T,q
0,-0.9899497487437185,0.9999999999519832,1.9291660938286302e-10,0.9999999994932739,1.5500749038035933e-09
1,-0.9698492462311559,0.9999999999170369,3.293327885384074e-10,0.9999999991452908,2.583761193132351e-09
2,-0.949748743718593,0.9999999998577518,5.578962449565221e-10,0.9999999985698833,4.272648978695647e-09
3,-0.9296482412060301,0.9999999997579722,9.378083454656908e-10,0.9999999976259751,7.00945358491893e-09
4,-0.9095477386934674,0.9999999995913122,1.564356861404958e-09,0.9999999960898609,1.1408403474707391e-08
5,-0.8894472361809045,0.9999999993150156,2.589741490294565e-09,0.9999999936096402,1.842215180673123e-08
6,-0.8693467336683418,0.9999999988603006,4.255252430445389e-09,0.9999999896360287,2.951630845803545e-08
7,-0.8492462311557789,0.9999999981173171,6.940601459945292e-09,0.9999999833181495,4.692795586404096e-08
8,-0.829145728643216,0.9999999969119086,1.1238899889629327e-08,0.9999999733479152,7.40453035946186e-08
9,-0.8090452261306533,0.9999999949700401,1.8069553931798527e-08,0.9999999577298406,1.1595998604233099e-07
10,-0.7889447236180904,0.9999999918638409,2.88466258974044e-08,0.9999999334439981,1.802621187130521e-07
11,-0.7688442211055275,0.9999999869304358,4.572755015060514e-08,0.9999998959576388,2.781721463314552e-07
12,-0.7487437185929648,0.9999999791507743,7.197741962699095e-08,0.9999998385244977,4.2613436382898724e-07
13,-0.728643216080402,0.9999999669698739,1.124986311397624e-07,0.9999997511882729,6.480376020622439e-07
14,-0.7085427135678393,0.9999999480316062,1.745962779390616e-07,0.999999619375665,9.782831606534134e-07
15,-0.6884422110552764,0.9999999187894508,2.690783007613902e-07,0.9999994219217206,1.46599398827426e-06
16,-0.6683417085427135,0.9999998739386348,4.11827994746631e-07,0.9999991283135079,2.1807569020646706e-06
17,-0.6482412060301508,0.999999805593943,6.260361562620004e-07,0.9999986948666248,3.2204117285242993e-06
18,-0.6281407035175879,0.9999997021105754,9.453408969615276e-07,0.9999980594652997,4.7215396976835614e-06
19,-0.6080402010050252,0.9999995464118395,1.4181940688954723e-06,0.9999971344071837,6.873439532624274e-06
20,-0.5879396984924623,0.9999993136451056,2.1138547480084597e-06,0.9999957968057475,9.936487468597309e-06
21,-0.5678391959798994,0.9999989679314554,3.1305082358214808e-06,0.9999938759180625,1.4265836832198329e-05
22,-0.5477386934673367,0.9999984578954252,4.6061403030728135e-06,0.9999911366692713,2.034143232889981e-05
23,-0.5276381909547738,0.9999977105450049,6.73299118550376e-06,0.9999872584983054,2.880535472624858e-05
24,-0.5075376884422111,0.999996622902852,9.77671031700226e-06,0.9999818083919532,4.050769177351627e-05
25,-0.4874371859296483,0.9999950505589732,1.4101756871894663e-05,0.9999742065505025,5.6562588536179235e-05
26,-0.4673366834170854,0.9999927920348529,2.020512107770693e-05,0.9999636825422216,7.841692082174485e-05
27,-0.4472361809045226,0.9999895675641951,2.876096837418728e-05,0.9999492191922708,0.00010793498514311207
28,-0.4271356783919598,0.9999849906827705,4.067912360631514e-05,0.9999294811309187,0.00014750317593511603
29,-0.407035175879397,0.9999785309567081,5.718015893524194e-05,0.999902725353139,0.00020015795083551215
30,-0.3869346733668341,0.9999694662721399,7.988907654357631e-05,0.9998666927206933,0.0002697375425521764
31,-0.36683417085427134,0.9999568231986689,0.00011094838103085439,0.9998184820671929,0.0003610525048396077
32,-0.34673366834170855,0.999939303624952,0.00015315048070543193,0.9997544116407392,0.0004800632819680759
33,-0.32663316582914576,0.9999151945590791,0.00021009017239300595,0.9996698742534558,0.0006340474427401851
34,-0.30653266331658297,0.999882255192055,0.0002863418709754164,0.9995591903522342,0.0008317393736363883
35,-0.28643216080402006,0.9998375711723498,0.0003876736685171815,0.999415455625199,0.0010834350510133227
36,-0.2663316582914573,0.9997773619459707,0.0005213192187216398,0.9992303677116251,0.0014010743667262693
37,-0.24623115577889448,0.9996967260115236,0.0006963333005216427,0.9989940055518269,0.001798336705453453
38,-0.2261306532663317,0.9995893150579614,0.0009240493050750052,0.9986945349632742,0.0022907971865010947
39,-0.2060301507537688,0.9994469440932338,0.0012186290960088761,0.998317836638243,0.0028961718471462185
40,-0.185929648241206,0.9992591690099014,0.0015976473575563205,0.9978471036883537,0.003634616345012537
41,-0.1658291457286432,0.999012885349335,0.0020825982609914448,0.9972625259263772,0.004528940639069306
42,-0.14572864321608042,0.998692002891979,0.002699185036044172,0.9965412368293137,0.00560449896191927
43,-0.12562814070351763,0.9982772072925747,0.0034772968172213283,0.9956576985467771,0.00688847702936034
44,-0.10552763819095473,0.9977457208534833,0.004450724062365858,0.9945845939920865,0.008408399397770916
45,-0.08542713567839194,0.9970708408381265,0.005656898940033527,0.9932940714537182,0.01018995264022863
46,-0.06532663316582915,0.9962209363781598,0.007137176279633808,0.9917589044505555,0.012254609265168867
47,-0.04522613065326636,0.9951576397004459,0.00893821934526147,0.9899529287499691,0.014617875586282863
48,-0.02512562814070357,0.9938332886869045,0.011114725497657917,0.9878501896746649,0.017289031430958265
49,-0.00502512562814067,0.9921882878298972,0.01373292593898792,0.985422723056967,0.020272775020973695
50,0.01507537688442201,0.9901497737504387,0.01687318976240038,0.9826377776889377,0.0235722230308873
51,0.03517587939698491,0.9876333598179715,0.02062918550335493,0.9794562690497159,0.027191555359379848
52,0.05527638190954781,0.9845491813369194,0.025101210766063288,0.9758347813204669,0.031135851837749473
53,0.07537688442211049,0.9808114956110149,0.03038322825386417,0.9717328882873617,0.035406032167746404
54,0.09547738693467339,0.9763478733056825,0.036546942995637315,0.9671255818583196,0.03998864200817977
55,0.11557788944723629,0.9711008271474351,0.043630811720118616,0.962017419288806,0.044843172381458504
56,0.13567839195979897,0.9650140219187138,0.05164464862846448,0.9564517168597648,0.049892448355560934
57,0.15577889447236187,0.957999843495937,0.06059805811217317,0.9505066858531546,0.05502261548979372
58,0.17587939698492455,0.9498964348581372,0.07055072348372812,0.9442731022828421,0.06009687303290456
59,0.19597989949748745,0.9404377115410943,0.08166573463418442,0.9378160096597792,0.06498122861954594
60,0.21608040201005035,0.9292711121571814,0.09423074081582537,0.9311340317812768,0.06957337191199281
61,0.23618090452261303,0.9160526139505288,0.10860759449801262,0.9241387679527056,0.07382142096892712
62,0.25628140703517593,0.9006169140370835,0.12508991144373416,0.9166778108808769,0.07772154243079096
63,0.2763819095477386,0.8831649765584874,0.14369240735968064,0.9086151222010832,0.08129259567346543
64,0.2964824120603015,0.864352852940338,0.1639588532336699,0.8999592555473905,0.08453775037592295
65,0.3165829145728644,0.8451409438374443,0.18493762053920512,0.8909899665866023,0.08741058980091185
66,0.3366834170854271,0.8263070794520817,0.20549055294430574,0.8822897003742642,0.08980037459554173
67,0.35678391959799,0.8076659928175036,0.2249963826175075,0.874591349077961,0.0915368773445629
68,0.3768844221105527,0.7872998662241745,0.24423682643032726,0.8684606163921644,0.09239999138143976
69,0.3969849246231156,0.7614898965710085,0.2659192507700845,0.8639620520559979,0.09212512903384339
70,0.4170854271356785,0.7263057210005427,0.29412844680780587,0.8604305072190803,0.09043675048315779
71,0.43718592964824116,0.6811695345767733,0.3320588465770379,0.8564179337898523,0.08720281170022638
