,x,n,u,T,q
0,-0.9865771812080537,0.9999999996649551,1.2420922457029747e-09,0.9999999969963903,8.521853002657527e-09
1,-0.9597315436241611,0.9999999993575001,2.345380635647858e-09,0.9999999944154805,1.5610057881376626e-08
2,-0.9328859060402684,0.999999998782052,4.377810324794497e-09,0.9999999897413385,2.825084430952649e-08
3,-0.9060402684563759,0.9999999977173264,8.077952798524708e-09,0.9999999813764762,5.051896553493788e-08
4,-0.8791946308724833,0.999999995769489,1.4736430019173645e-08,0.9999999665832303,8.927395459058873e-08
5,-0.8523489932885906,0.9999999922457716,2.6581561489210657e-08,0.999999940728131,1.5591525467969447e-07
6,-0.825503355704698,0.9999999859413602,4.741525838660361e-08,0.9999998960656763,2.691448584073721e-07
7,-0.7986577181208054,0.9999999747841839,8.364905911269695e-08,0.9999998198059401,4.592559388516652e-07
8,-0.7718120805369127,0.9999999552496265,1.459720270403648e-07,0.999999691083099,7.747007238824009e-07
9,-0.7449664429530202,0.9999999214074468,2.5200322563516145e-07,0.9999994762605249,1.2920138312951876e-06
10,-0.7181208053691275,0.999999863388727,4.304563953017223e-07,0.9999991217565951,2.130597564313005e-06
11,-0.6912751677852349,0.9999997649507666,7.27591994806499e-07,0.9999985432372093,3.474425954824822e-06
12,-0.6644295302013423,0.999999599657226,1.2170767166426934e-06,0.9999976095788973,5.60339700820352e-06
13,-0.6375838926174497,0.999999324957058,2.0148479812858207e-06,0.9999961194382805,8.937853441297438e-06
14,-0.610738255033557,0.9999988731067063,3.301241244724415e-06,0.9999937675354296,1.410070547364368e-05
15,-0.5838926174496645,0.9999981373938482,5.353547453214091e-06,0.9999900968196573,2.200265602527782e-05
16,-0.5570469798657718,0.9999969514418209,8.593393620881732e-06,0.9999844314855127,3.3957298016746006e-05
17,-0.5302013422818792,0.9999950584661963,1.3654909241669157e-05,0.9999757843501191,5.183430877325813e-05
18,-0.5033557046979866,0.9999920662080359,2.148148831615906e-05,0.9999627305543514,7.82603412744756e-05
19,-0.47651006711409394,0.9999873818908322,3.346089364133068e-05,0.9999432383218587,0.00011687777324302237
20,-0.44966442953020136,0.9999801199108759,5.1610255369989046e-05,0.9999144472147579,0.00017266999626382192
21,-0.4228187919463088,0.999968972890325,7.882419564973092e-05,0.9998723854446211,0.00025235716779645233
